TIME,Main(mA),Main Voltage(V),TEMP,POWER,MEM,AICORE,AICPU,CTRLCPU,MEM_BDWIDTH,INDEX,SUCCESS
1688665334,680.3768144926252,11.960674999999998,44.0,8.0,37.5,0.0,0.0,44.0,1.5,71.0,1.0
1688665335,683.7812719379366,11.960401960784312,44.0,8.0,39.0,0.0,0.0,37.0,2.0,71.0,1.0
1688665336,690.9606739666643,11.9607,44.0,8.0,36.0,0.0,1.0,52.0,3.0,72.0,1.0
1688665337,690.0337212482233,11.96112755102041,44.0,8.0,37.0,0.0,0.0,56.0,0.0,72.0,1.0
1688665338,689.5376092795719,11.96004,44.0,8.0,36.0,0.0,0.0,32.0,1.0,72.0,1.0
1688665339,682.7463365429555,11.959725,44.0,8.0,36.0,0.0,1.0,52.0,2.0,73.0,1.0
1688665340,705.7988332789398,11.960285,44.0,8.0,36.0,0.0,1.0,47.2,2.2,73.0,1.0
1688665341,689.8747414287905,11.961460000000002,44.0,8.0,36.0,0.0,1.0,42.5,2.5,73.0,1.0
1688665342,680.7294495133101,11.959770000000002,44.0,8.0,36.0,0.0,1.0,37.8,2.8,73.0,1.0
1688665343,697.0237540309929,11.959969387755102,44.0,8.0,36.0,0.0,1.0,33.0,3.0,74.0,1.0
1688665344,685.9879396324136,11.960397058823526,44.0,8.0,36.0,0.0,0.0,33.0,0.0,74.0,1.0
1688665345,687.3910612946777,11.959800000000005,44.0,8.0,38.0,0.0,0.0,53.0,2.0,74.0,1.0
1688665346,682.6645643021379,11.9605306122449,44.0,8.0,37.0,0.0,0.0,44.5,2.5,74.0,1.0
1688665347,692.9937308098519,11.96016176470588,44.0,8.0,36.0,0.0,0.0,36.0,3.0,75.0,1.0
1688665348,681.0995255826357,11.959715,44.0,8.0,38.0,0.0,0.0,49.0,0.0,75.0,1.0
